GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1415518634	2022-05-05 12:09:22.759683	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	1999-04-03		obsr109779	S108994358	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1434783148	2023-03-17 18:51:52.738072	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	1999-05-14		obsr109779	S110596134	Historical	P62	EBIRD_ME				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1434783000	2023-01-26 00:49:28.19816	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	1999-05-08		obsr109779	S110596128	Historical	P62	EBIRD_ME				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1434790832	2022-05-18 18:01:39.405114	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Capisic Pond	L16919239	P	43.6657090	-70.3073291	1999-05-23		obsr109779	S110596735	Historical	P62	EBIRD_ME				2	1	G8412099	0	1	0		Maine Audubon Birdathon--Leaders: Jan Pearson, Peter Vickery		
URN:CornellLabOfOrnithology:EBIRD:OBS1434951801	2022-05-18 18:01:39.434265	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Capisic Pond	L16919239	P	43.6657090	-70.3073291	1999-05-23		obsr1014754	S110608201	Historical	P62	EBIRD_ME				2	1	G8412099	0	1	0		Maine Audubon Birdathon--Leaders: Jan Pearson, Peter Vickery		
URN:CornellLabOfOrnithology:EBIRD:OBS97642284	2018-08-06 19:45:28	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	1999-05-14	08:00:00	obsr197345	S6830584	Traveling	P22	EBIRD	90	2.414		2	1		0	1	0		PDV & JEP		
URN:CornellLabOfOrnithology:EBIRD:OBS1434951785	2022-05-18 18:01:39.405114	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Capisic Pond	L16919239	P	43.6657090	-70.3073291	1999-05-23		obsr182390	S110608200	Historical	P62	EBIRD_ME				2	1	G8412099	0	1	0		Maine Audubon Birdathon--Leaders: Jan Pearson, Peter Vickery		
URN:CornellLabOfOrnithology:EBIRD:OBS345700408	2020-10-19 18:46:07	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	1999-06-29	11:00:00	obsr236938	S25267951	Historical	P62	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS587502519	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	1999-07-10		obsr334177	S43618858	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1473079282	2022-07-04 14:28:32.147343	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-20		obsr109779	S114407635	Historical	P62	EBIRD				8	1	G8638469	0	1	0		Maine Audubon Birdathon--Leaders: Louis Bevier, Don Mairs--Participants: Linda Woodard, Turk Duddy, Susan Hitchcox, Stephanie Cox, Paul Music, Dwight Bergeron		
URN:CornellLabOfOrnithology:EBIRD:OBS1472986867	2022-07-04 12:40:23.218806	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-12		obsr109779	S114399679	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS306529183	2018-08-06 19:45:31	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Hinckley Park, South Portland	L710754	H	43.6280693	-70.2559726	2000-05-25		obsr358809	S22611918	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1473098830	2022-07-04 14:28:32.194436	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-20		obsr1014754	S114409803	Historical	P62	EBIRD				8	1	G8638469	0	1	0		Maine Audubon Birdathon--Leaders: Louis Bevier, Don Mairs--Participants: Linda Woodard, Turk Duddy, Susan Hitchcox, Stephanie Cox, Paul Music, Dwight Bergeron		
URN:CornellLabOfOrnithology:EBIRD:OBS1472986942	2022-07-04 12:42:37.851958	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-14		obsr109779	S114399684	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS419356799	2016-07-21 17:03:55	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Windham - Walmart parking lot	L4806436	P	43.8373438	-70.4443681	2000-05-27		obsr131538	S30794515	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1473098795	2022-07-04 14:28:32.147343	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-20		obsr182390	S114409802	Historical	P62	EBIRD				8	1	G8638469	0	1	0		Maine Audubon Birdathon--Leaders: Louis Bevier, Don Mairs--Participants: Linda Woodard, Turk Duddy, Susan Hitchcox, Stephanie Cox, Paul Music, Dwight Bergeron		
URN:CornellLabOfOrnithology:EBIRD:OBS184456792	2018-08-05 11:32:35	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2000-05-14		obsr381955	S13297677	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1076089514	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2000-07-22	14:00:00	obsr2498	S81745054	Traveling	P22	EBIRD	180	4.828		4	1		0	1	0		Old notes converted to eBird	Calling	
URN:CornellLabOfOrnithology:EBIRD:OBS147708057	2015-05-20 22:48:16	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2001-05-15		obsr197741	S10400575	Incidental	P20	EBIRD					0		0	1	0		Historical data		
URN:CornellLabOfOrnithology:EBIRD:OBS184457856	2018-08-05 11:32:41	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2001-05-13		obsr381955	S13297740	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS870826347	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick	L191930	T	43.9144800	-69.9652900	2001-06-25	07:00:00	obsr125630	S65149531	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS405240647	2023-01-26 00:49:27.854622	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Idleknot Farm, Falmouth	L1290028	H	43.7591267	-70.2565522	2001-07-25		obsr294601	S27066288	Historical	P62	EBIRD		30.000		2	1		0	1	0		con Bruce Bartrug,  I have lost my notes so I have no more data other than the species seen marked in my fieldbook.		
URN:CornellLabOfOrnithology:EBIRD:OBS1481284310	2022-07-17 17:17:03.949757	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Exit 48, Portland	L19979659	P	43.6806986	-70.3276409	2001-08-04		obsr1014754	S115278538	Historical	P62	EBIRD				2	0	G8686710	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS1481282772	2022-07-17 17:17:03.922038	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Exit 48, Portland	L19979659	P	43.6806986	-70.3276409	2001-08-04		obsr109779	S115278296	Historical	P62	EBIRD				2	0	G8686710	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS1481284309	2022-07-17 17:17:03.922038	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Exit 48, Portland	L19979659	P	43.6806986	-70.3276409	2001-08-04		obsr182390	S115278537	Historical	P62	EBIRD				2	0	G8686710	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS644883717	2018-08-01 14:24:00	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Portland Waterfront 	L1410245	H	43.6576800	-70.2444100	2002-04-13		obsr138047	S47587398	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1486561712	2022-07-26 16:17:05.736537	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2002-05-05		obsr109779	S115812446	Historical	P62	EBIRD				2	1	G8721306	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1486576136	2022-07-26 16:17:05.736537	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2002-05-05		obsr182390	S115814018	Historical	P62	EBIRD				2	1	G8721306	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS644853733	2018-08-05 11:33:12	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2002-05-03		obsr138047	S47584653	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1486576164	2022-07-26 16:17:05.775837	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2002-05-05		obsr1014754	S115814019	Historical	P62	EBIRD				2	1	G8721306	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1499325388	2022-08-16 12:09:36.64301	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			The Chancery, Ocean Avenue, Portland	L2579760	P	43.6854970	-70.2709500	2003-04-08		obsr109779	S117041533	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1499503563	2022-08-16 16:07:29.477175	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Windham Shopping District	L5216354	H	43.8389550	-70.4423180	2003-05-11		obsr1014754	S117056674	Historical	P62	EBIRD				2	0	G8801176	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS190827101	2018-08-05 11:33:19	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2003-05-11		obsr381955	S13759452	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1499483780	2022-08-16 16:19:02.874819	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2003-05-13		obsr109779	S117054946	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1499503562	2022-08-16 16:07:29.468025	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Windham Shopping District	L5216354	H	43.8389550	-70.4423180	2003-05-11		obsr182390	S117056673	Historical	P62	EBIRD				2	0	G8801176	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1499493788	2022-08-16 16:07:29.468025	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Windham Shopping District	L5216354	H	43.8389550	-70.4423180	2003-05-11		obsr109779	S117055803	Historical	P62	EBIRD				2	0	G8801176	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS246146228	2015-05-20 22:48:16	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2003-05-12		obsr468341	S17929039	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS190831131	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2003-05-18		obsr381955	S13759696	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS833523849	2019-11-30 19:11:47	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Walmart 206 US 1	L10220411	P	43.7201873	-70.2353382	2003-06-15		obsr46830	S61882316	Historical	P62	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1211787031	2021-08-03 21:17:36.637256	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh--Eastern Rd.	L448189	H	43.5649691	-70.3639502	2003-07-18		obsr317171	S92732685	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90454375	2010-06-21 17:02:04	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick	L191930	T	43.9144800	-69.9652900	2004-03-12		obsr197345	S6321558	Incidental	P20	EBIRD					0		0	1	1			firs of spring	
URN:CornellLabOfOrnithology:EBIRD:OBS51420655	2009-10-29 13:50:03	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Scarborough Marsh--Pelreco Building	L448190	H	43.5435712	-70.3495789	2004-04-29		obsr14485	S3703480	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS644871261	2018-08-05 11:33:29	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2004-04-25		obsr138047	S47586380	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS278677413	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2004-06-05	15:45:00	obsr535937	S20390928	Traveling	P22	EBIRD	60	1.609		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1548117041	2022-10-25 15:58:09.83765	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Fore River Sanctuary	L293671	H	43.6603560	-70.3087873	2005-04-29		obsr1014754	S121310862	Historical	P62	EBIRD				2	1	G9091390	0	1	0			seen & heard	
URN:CornellLabOfOrnithology:EBIRD:OBS1548092928	2022-10-25 15:58:09.795505	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Fore River Sanctuary	L293671	H	43.6603560	-70.3087873	2005-04-29		obsr109779	S121309985	Historical	P62	EBIRD				2	1	G9091390	0	1	0			seen & heard	
URN:CornellLabOfOrnithology:EBIRD:OBS1548112823	2022-10-25 15:58:09.795505	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Fore River Sanctuary	L293671	H	43.6603560	-70.3087873	2005-04-29		obsr182390	S121310861	Historical	P62	EBIRD				2	1	G9091390	0	1	0			seen & heard	
URN:CornellLabOfOrnithology:EBIRD:OBS90212631	2010-04-21 09:01:37	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Brunswick	L191930	T	43.9144800	-69.9652900	2005-04-22		obsr197345	S6303739	Incidental	P20	EBIRD					0		0	1	0		Brunswick Green	4+, calling	
URN:CornellLabOfOrnithology:EBIRD:OBS186670662	2021-03-26 00:48:09.866374	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Capisic Pond Park	L251784	H	43.6657090	-70.3073291	2005-05-28		obsr381955	S13464315	Incidental	P20	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS178011411	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2005-05-17	07:00:00	obsr269632	S12709570	Traveling	P22	EBIRD	120	1.207		2	1	G534146	0	1	0		with Casey Hynes; overcast, calm, and cool		
URN:CornellLabOfOrnithology:EBIRD:OBS177466629	2021-04-01 06:48:13.817167	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2005-05-17	07:00:00	obsr130719	S12667742	Traveling	P22	EBIRD	120	1.207		2	1	G534146	0	1	0		with Casey Hynes; overcast, calm, and cool		
URN:CornellLabOfOrnithology:EBIRD:OBS1048828460	2021-01-10 15:41:19.578191	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	Cumberland	US-ME-005		14			Bowdoin College	L769403	H	43.9075924	-69.9630564	2005-05-21	07:00:00	obsr92299	S79031681	Stationary	P21	EBIRD	10			2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS90214595	2015-05-20 22:48:16	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2005-05-21	08:00:00	obsr197345	S6303864	Traveling	P22	EBIRD	120	2.414		2	1		0	1	0		JEP, PDV & 40 others.	1-2	
URN:CornellLabOfOrnithology:EBIRD:OBS1548131916	2022-10-25 17:10:30.375346	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				X					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Evergreen Cemetery	L251292	H	43.6818207	-70.3007948	2005-05-17		obsr109779	S121312180	Historical	P62	EBIRD				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS177003286	2015-06-01 10:44:40	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2005-06-26		obsr48290	S12628956	Incidental	P20	EBIRD					1	G528547	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS27744550	2015-06-01 10:44:40	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005	US-ME_3421	30			Scarborough Marsh	L192298	H	43.5614567	-70.3611791	2005-06-26		obsr90841	S2085304	Incidental	P20	EBIRD					1	G528547	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS69799708	2009-10-29 14:39:56	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	Cumberland	US-ME-005		30			Falmouth Wal-Mart	L716592	P	43.7211449	-70.2356507	2005-07-23		obsr130931	S4957010	Incidental	P20	EBIRD					0		0	1	0				
